order_number,order_type,department,order_date,inspection_date_started,inspection_date_completed,buyer_name,shipper_name,vessel_carrier,bill_of_lading,bill_of_lading_date,inspection_place,client_ref_code,client_trade_name,client_Name,client_address,client_address,client_address,contact_name,contact_phone,contact_email,commodity_name,item_description,quantity,unit_name
ICG11-046,International,CG,16/06/2011,,,CARIBEX,KIEN GIANG SEA PRODUCT CORPORATION (KISIMEX),CONT,,,KIEN GIANG,,KIEN GIANG SEA PRODUCT CORPORATION (KISIMEX),KIEN GIANG SEA PRODUCT CORPORATION (KISIMEX),,,,,,,BASA FILLET,BASA FILLET,1,Cont(s)
ICG11-047,International,CG,24/06/2011,,,TECNOTEX - CUBA,"RCI PAPER & GRAPHIC ARTS, S.L.",CONTS,,,PINDO DELI MILL - INDONESIA,,TECNOTEX,TECNOTEX,,,,,,,PAPER,CARBONLESS PAPER,55,Cont(s)
ICG11-048,International,CG,27/06/2011,,,EMPRESA IMPORTADORA EXPORTADORA DEL MINIL,CASABLANCA S.A,CONTS,,,INDONESIA,,CASABLANCA S.A,CASABLANCA S.A,"CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA","CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA","CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA",,,,PAPER,PAPER BOND 75 G/M2 EN BOBINAS,9,Cont(s)
ICG11-049,International,CG,27/06/2011,,,EMPRESA IMPORTADORA EXPORTADORA DEL MINIL,CASABLANCA S.A,CONTS,,,INDONESIA,,CASABLANCA S.A,CASABLANCA S.A,"CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA","CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA","CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA",,,,PAPER,PAPER BOND 60/75 G/M2 EN BOBINAS,19,Cont(s)
ICG11-050,International,CG,27/06/2011,,,EMPRESA IMPORTADORA EXPORTADORA DEL MINIL,CASABLANCA S.A,CONTS,,,INDONESIA,,CASABLANCA S.A,CASABLANCA S.A,"CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA","CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA","CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA",,,,PAPER,PAPER BOND 60/75G/M2 EN BOBINAS,7,Cont(s)
ICG11-051,International,CG,27/06/2011,,,EMPRESA IMPORTADORA EXPORTADORA DEL MINIL,CASABLANCA S.A,CONTS,,,INDONESIA,,CASABLANCA S.A,CASABLANCA S.A,"CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA","CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA","CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA",,,,PAPER,PAPER BOND 60/75/80/120G/M2 EN RESMAS,8,Cont(s)
ICG11-052,International,CG,27/06/2011,,,EMPRESA IMPORTADORA EXPORTADORA DEL MINIL,CASABLANCA S.A,CONTS,,,INDONESIA,,CASABLANCA S.A,CASABLANCA S.A,"CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA","CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA","CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA",,,,PAPER,PAPER BOND 60/75/80/120G/M2 EN RESMAS,12,Cont(s)
ICG11-053,International,CG,27/06/2011,,,EMPRESA IMPORTADORA EXPORTADORA DEL MINIL,CASABLANCA S.A,CONTS,,,INDONESIA,,CASABLANCA S.A,CASABLANCA S.A,"CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA","CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA","CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA",,,,PAPER,PAPER BOND 75G/M2 EN RESMAS,2,Cont(s)
ICG11-054,International,CG,27/06/2011,,,EMPRESA IMPORTADORA EXPORTADORA DEL MINIL,CASABLANCA S.A,CONTS,,,INDONESIA,,CASABLANCA S.A,CASABLANCA S.A,"CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA","CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA","CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA",,,,PAPER,PAPER BOND 60/75/80/120G/M2 EN RESMAS,7,Cont(s)
ICG11-055,International,CG,27/06/2011,,,TECNOTEX - CUBA,CASABLANCA S.A,CONTS,,,INDONESIA,,CASABLANCA S.A,CASABLANCA S.A,"CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA","CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA","CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA",,,,PAPER,CARTULINA BRISTOL (BRIEFCARD) 180/200/225/240 G/M2 EN RESMAS,10,Cont(s)
ICG11-056,International,CG,27/06/2011,,,TECNOTEX - CUBA,CASABLANCA S.A,CONTS,,,INDONESIA,,CASABLANCA S.A,CASABLANCA S.A,"CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA","CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA","CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA",,,,PAPER,CARTULINA BRISTOL (BRIEFCARD) 180G/M2 EN RESMAS,33,Cont(s)
ICG11-057,International,CG,2/7/2011,1/7/2011,,CARIBEX,NAM VIET CORPORATION,CONTS,,,CAN THO CITY,,"WAKEFIELD INSPECTION SERVICES (VIETNAM) CO., LTD",CÔNG TY TNHH WAKEFIELD INSPECTION SERVICES (VIỆT NAM),"Tòa nhà Waseco, 10 Phổ Quang, Phường 2, Quận Tân Bình, TP HCM, VN","Tòa nhà Waseco, 10 Phổ Quang, Phường 2, Quận Tân Bình, TP HCM, VN","Tòa nhà Waseco, 10 Phổ Quang, Phường 2, Quận Tân Bình, TP HCM, VN",,,,BASA FILLET,FROZEN WHITE PANGASIUS FILLET,1,Cont(s)
ICG11-058,International,CG,30/06/2011,,,QUIMIMPORT - HABANA CUBA,AGRIA SA,CONTS,,,MALAYSIA,,AGRIA SA,AGRIA SA,"ASENOVGRADSKO SHOSE, 4009 PLOVIDV, BULGARIA, 4009 PLOVDIV","ASENOVGRADSKO SHOSE, 4009 PLOVIDV, BULGARIA, 4009 PLOVDIV","ASENOVGRADSKO SHOSE, 4009 PLOVIDV, BULGARIA, 4009 PLOVDIV",,,,CHEMICAL,149.4 KL GLIFOSATO LS 36,10,Cont(s)
ICG11-059,International,CG,5/7/2011,,,ALIMPORT - CUBA,COMERCIAL D'ARGONI,CONTS,,,THAILAND,,COMERCIAL D'ARGONI,COMERCIAL D'ARGONI,,,,,,,TUNA FISH IN OIL,CANNED TUNA FISH,3,Cont(s)
ICG11-060,International,CG,5/7/2011,,,"UNISIAM CO., S.A.","EASTERN POLYMER INDUSTRY CO., LTD",CONTS,,,THAILAND,,"EASTERN POLYMER INDUSTRY CO., LTD","EASTERN POLYMER INDUSTRY CO., LTD",,,,,,,STATIONERY,STATIONERY,3,Cont(s)
ICG11-061,International,CG,5/7/2011,,,ALIMPORT - CUBA,XOVEL S.A.,CONTS,,,THAILAND,,XOVEL S.A.,XOVEL S.A.,"Calle 38 y Avenida Cuba Edificio los Cristales, Oficina No.6 Ciudad de Panamá, Panamá","Calle 38 y Avenida Cuba Edificio los Cristales, Oficina No.6 Ciudad de Panamá, Panamá","Calle 38 y Avenida Cuba Edificio los Cristales, Oficina No.6 Ciudad de Panamá, Panamá",,,,TUNA FISH IN OIL,CANNED TUNA,2,Cont(s)
ICG11-062,International,CG,8/7/2011,,,IBF IMPORT EXPORT,FURBIA INTERNACIONAL SA,CONTS,,,INDONESIA,,FURBIA INTERNACIONAL SA,FURBIA INTERNACIONAL SA,"Edificio Frontenac, segundo piso No.3C, Calle 50 y 54. Ciudad de Panamá, Panamá.","Edificio Frontenac, segundo piso No.3C, Calle 50 y 54. Ciudad de Panamá, Panamá.","Edificio Frontenac, segundo piso No.3C, Calle 50 y 54. Ciudad de Panamá, Panamá.",,,,PAPER,PAPER,1,Cont(s)
ICG11-063,International,CG,8/7/2011,,,SUCHEL IMPORT EXPORT,SERANA TRADING,CONTS,,,MALAYSIA,,"LG ELECTRONICS THAI LAND CO., LTD","LG ELECTRONICS THAI LAND CO., LTD",,,,,,,CHEMICAL,GLYCERINE 40TM,1,Cont(s)
ICG11-064,International,CG,8/7/2011,,,QUIMIMPORT - HABANA CUBA,AGRIA SA,CONTS,,,MALAYSIA,,AGRIA SA,AGRIA SA,"ASENOVGRADSKO SHOSE, 4009 PLOVIDV, BULGARIA, 4009 PLOVDIV","ASENOVGRADSKO SHOSE, 4009 PLOVIDV, BULGARIA, 4009 PLOVDIV","ASENOVGRADSKO SHOSE, 4009 PLOVIDV, BULGARIA, 4009 PLOVDIV",,,,CHEMICAL,GLIFOSATO LS 36,6,Cont(s)
ICG11-065,International,CG,12/7/2011,,,ALIMPORT - CUBA,"S.P.A INTTERNATIONAL FOOD GROUP CO., LTD - THAILAND",CONTS,,,THAILAND,,"S.P.A INTERNATIONAL FOOD GROUP CO., LTD","S.P.A INTERNATIONAL FOOD GROUP CO., LTD","20/1 M.9, SAM-NGAM, DONTOOM, NAKHONPATHOM, 73150, THAILAND","20/1 M.9, SAM-NGAM, DONTOOM, NAKHONPATHOM, 73150, THAILAND","20/1 M.9, SAM-NGAM, DONTOOM, NAKHONPATHOM, 73150, THAILAND",,,,TUNA FISH IN OIL,CANNED TUNA 170/1000G,7,Cont(s)
ICG11-066,International,CG,21/07/2011,,,QUIMIMPORT - HABANA CUBA,AGRIA SA,CONTS,,,MALAYSIA,,AGRIA SA,AGRIA SA,"ASENOVGRADSKO SHOSE, 4009 PLOVIDV, BULGARIA, 4009 PLOVDIV","ASENOVGRADSKO SHOSE, 4009 PLOVIDV, BULGARIA, 4009 PLOVDIV","ASENOVGRADSKO SHOSE, 4009 PLOVIDV, BULGARIA, 4009 PLOVDIV",,,,CHEMICAL,GLUFOSATO LS36,2,Cont(s)
ICG11-067,International,CG,20/07/2011,,,TECNOTEX - CUBA,VIGLACERA BINH DUONG SANITARY WARE COMPANY,CONTS,,,,,"ROMAISOL, S.L.","ROMAISOL, S.L.","CTRA. DE CASTELLAR, 546, POL. IND. CAN PETIT E08227 - TERRASSA, BARCELONA, SPAIN","CTRA. DE CASTELLAR, 546, POL. IND. CAN PETIT E08227 - TERRASSA, BARCELONA, SPAIN","CTRA. DE CASTELLAR, 546, POL. IND. CAN PETIT E08227 - TERRASSA, BARCELONA, SPAIN",,,,SANITARY WARE,SANITARY WARE,1,Case(s)
ICG11-068,International,CG,20/07/2011,,,TECNOTEX - CUBA,VIGLACERA BINH DUONG SANITARY WARE COMPANY,CONTS,,,,,"ROMAISOL, S.L.","ROMAISOL, S.L.","CTRA. DE CASTELLAR, 546, POL. IND. CAN PETIT E08227 - TERRASSA, BARCELONA, SPAIN","CTRA. DE CASTELLAR, 546, POL. IND. CAN PETIT E08227 - TERRASSA, BARCELONA, SPAIN","CTRA. DE CASTELLAR, 546, POL. IND. CAN PETIT E08227 - TERRASSA, BARCELONA, SPAIN",,,,SANITARY WARE,SANITARY WARE,1,Case(s)
ICG11-069,International,CG,25/07/2011,26/07/2011,,CONSERVAS DE CAMBADOS S.A.,"S.P.A INTTERNATIONAL FOOD GROUP CO., LTD - THAILAND",CONT,,,THAILAND,,"S.P.A INTERNATIONAL FOOD GROUP CO., LTD","S.P.A INTERNATIONAL FOOD GROUP CO., LTD","20/1 M.9, SAM-NGAM, DONTOOM, NAKHONPATHOM, 73150, THAILAND","20/1 M.9, SAM-NGAM, DONTOOM, NAKHONPATHOM, 73150, THAILAND","20/1 M.9, SAM-NGAM, DONTOOM, NAKHONPATHOM, 73150, THAILAND",,,,TUNA FISH IN OIL,CANNED TUNA IN OIL,1,Cont(s)
ICG11-070,International,CG,27/07/2011,,,TECNOTEX - CUBA,"RCI PAPER & GRAPHIC ARTS, S.L.",CONTS,,,INDONESIA,,RCI PAPER & GRAPHIC ART S.L,RCI PAPER & GRAPHIC ART S.L,"FLUVIA 1 BAJOS, 07009, PALMA DE MALLORCA","FLUVIA 1 BAJOS, 07009, PALMA DE MALLORCA","FLUVIA 1 BAJOS, 07009, PALMA DE MALLORCA",,,,PAPER,CARBONLESS PAPER,36,Cont(s)
ICG11-071,International,CG,4/8/2011,,,TRD-CARIBE,TBA,CONTS,,,HA TAY - HA NOI,,PHU VINH HUNG COMPANY,PHU VINH HUNG COMPANY,,,,,,,GARMENT,GARMENT,1,Cont(s)
ICG11-072,International,CG,18/08/2011,,,ALIMPORT - CUBA,"S.P.A INTTERNATIONAL FOOD GROUP CO., LTD - THAILAND",CONTS,,,THAILAND,,"S.P.A INTERNATIONAL FOOD GROUP CO., LTD","S.P.A INTERNATIONAL FOOD GROUP CO., LTD","20/1 M.9, SAM-NGAM, DONTOOM, NAKHONPATHOM, 73150, THAILAND","20/1 M.9, SAM-NGAM, DONTOOM, NAKHONPATHOM, 73150, THAILAND","20/1 M.9, SAM-NGAM, DONTOOM, NAKHONPATHOM, 73150, THAILAND",,,,TUNA FISH IN OIL,CANNED TUNA IN OIL,1,Cont(s)
ICG11-073,International,CG,18/08/2011,,,ALIMPORT - CUBA,D'ARGONIS,CONTS,,,THAILAND,,D'ARGONIS,D'ARGONIS,,,,,,,TUNA FISH IN OIL,CANNED TUNA FISH,2,Cont(s)
ICG11-074,International,CG,18/08/2011,19/08/2011,,XOVEL S.A,MOI FOODS MALAYSIA SDN. BHD.,CONTS,,,MALAYSIA,,"LG ELECTRONICS THAI LAND CO., LTD","LG ELECTRONICS THAI LAND CO., LTD",,,,,,,Shortening,Shortening,6,Cont(s)
ICG11-075,International,CG,18/08/2011,20/08/2011,,XOVEL S.A,MOI FOODS MALAYSIA SDN. BHD.,CONTS,,,MALAYSIA,,"LG ELECTRONICS THAI LAND CO., LTD","LG ELECTRONICS THAI LAND CO., LTD",,,,,,,MARGARINE,Margarine,3,Cont(s)
ICG11-076,International,CG,18/08/2011,18/08/2011,,TRD - CUBA,"HOANG YEN CONSTRUCTION & TRADING CO., LTD",CONTS,,,HANOI CAPITAL,,"LG ELECTRONICS THAI LAND CO., LTD","LG ELECTRONICS THAI LAND CO., LTD",,,,,,,GARMENT,GARMENT,1,Cont(s)
ICG11-077,International,CG,8/8/2011,9/8/2011,,TBA,,CONTS,,,BINH DUONG PROVINCE,,THAI BINH INVESTMENT TRADING CORPORATION,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI THÁI BÌNH,"26B Phan Chu Trinh, P. Hiệp Phú, Thủ Đức, TP. HCM","26B Phan Chu Trinh, P. Hiệp Phú, Thủ Đức, TP. HCM","26B Phan Chu Trinh, P. Hiệp Phú, Thủ Đức, TP. HCM",,,,CERAMIC TILES,CERAMIC TILES,7,Cont(s)
ICG11-078,International,CG,15/08/2011,19/08/2011,,TRD - CUBA,THAI BINH INVESTMENT TRADING CORPORATION,CONTS,,,BINH DUONG PROVINCE,,THAI BINH INVESTMENT TRADING CORPORATION,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI THÁI BÌNH,"26B Phan Chu Trinh, P. Hiệp Phú, Thủ Đức, TP. HCM","26B Phan Chu Trinh, P. Hiệp Phú, Thủ Đức, TP. HCM","26B Phan Chu Trinh, P. Hiệp Phú, Thủ Đức, TP. HCM",,,,CERAMIC TILES,CERAMIC TILES,18,Cont(s)
ICG11-079,International,CG,22/08/2011,26/08/2011,,TRD - CUBA,"THAI BINH IMPORT EXPORT CO., LTD",CONTS,,,DONG NAI & BINH DUONG,,HANOI RUBBER JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN CAO SU HÀ NỘI,"Tổ 13, phường Cầu Diễn, quận Nam Từ Liêm, thành phố Hà Nội, Việt Nam.","Tổ 13, phường Cầu Diễn, quận Nam Từ Liêm, thành phố Hà Nội, Việt Nam.","Tổ 13, phường Cầu Diễn, quận Nam Từ Liêm, thành phố Hà Nội, Việt Nam.",,,,CERAMIC TILES,CERAMIC TILES,18,Cont(s)
ICG11-080,International,CG,30/08/2011,,,TRD - CUBA,UNITED PRODUCTS TTD - IRELAND,CONTS,,,,,,WAKEFIELD INSPECTION SERVICES VN,,,,,,,SHOES,SPORT SHOES,1,Cont(s)
ICG11-081,International,CG,30/08/2011,6/9/2011,,TRD - CUBA,THAI BINH INVESTMENT TRADING CORPORATION,CONTS,,,HOCHIMINH CITY,,,WAKEFIELD INSPECTION SERVICES VN,,,,,,,REFRIGERATOR,REFRIGERATOR,10,Cont(s)
ICG11-082,International,CG,5/9/2011,5/9/2011,,TRD - CUBA,THAI BINH INVESTMENT TRADING CORPORATION,CONTS,,,HOCHIMINH CITY,,,WAKEFIELD INSPECTION SERVICES VN,,,,,,,CERAMIC TILES,CERAMIC TILES,13,Cont(s)
ICG11-083,International,CG,5/9/2011,,,GRUPO EMPRESARIAL COMERCIALIZADORA ITH,UNITED PRODUCTS TTD - IRELAND,CONTS,,,HUNG YEN PROVINCE,,"LG ELECTRONICS THAI LAND CO., LTD","LG ELECTRONICS THAI LAND CO., LTD",,,,,,,SHOES,SPORT SHOES,1,Cont(s)
ICG11-084,International,CG,15/09/2011,,,ALIMPORT - CUBA,XOVEL S.A.,CONTS,,,THAILAND,,"LG ELECTRONICS THAI LAND CO., LTD","LG ELECTRONICS THAI LAND CO., LTD",,,,,,,TUNA FISH IN OIL,CANNED TUNA FISH IN OIL,1,Cont(s)
ICG11-085,International,CG,15/09/2011,,,ALIMPORT - CUBA,"S.P.A INTTERNATIONAL FOOD GROUP CO., LTD - THAILAND",CONTS,,,THAILAND,,"S.P.A INTERNATIONAL FOOD GROUP CO., LTD","S.P.A INTERNATIONAL FOOD GROUP CO., LTD","20/1 M.9, SAM-NGAM, DONTOOM, NAKHONPATHOM, 73150, THAILAND","20/1 M.9, SAM-NGAM, DONTOOM, NAKHONPATHOM, 73150, THAILAND","20/1 M.9, SAM-NGAM, DONTOOM, NAKHONPATHOM, 73150, THAILAND",,,,TUNA FISH IN OIL,CANNED TUNA FISH IN OIL,1,Cont(s)
ICG11-086,International,CG,12/9/2011,13/09/2011,,TRD - CUBA,"NHAT LINH CO., LTD",CONTS,,,HANOI CAPITAL,,,WAKEFIELD INSPECTION SERVICES VN,,,,,,,EQUIPMENT,ELECTRICAL ACCESSORIES,4,Cont(s)
ICG11-088,International,CG,15/09/2011,15/09/2011,,TRD - CUBA,"HOANG YEN CONSTRUCTION & TRADING CO., LTD",CONTS,,,HANOI CAPITAL,,,WAKEFIELD INSPECTION SERVICES VN,,,,,,,GARMENT,GARMENT & SOCKS,1,Cont(s)
ICG11-089,International,CG,15/09/2011,,,ALIMPORT - CUBA,"S.P.A INTTERNATIONAL FOOD GROUP CO., LTD - THAILAND",CONTS,,,THAILAND,,"S.P.A INTERNATIONAL FOOD GROUP CO., LTD","S.P.A INTERNATIONAL FOOD GROUP CO., LTD","20/1 M.9, SAM-NGAM, DONTOOM, NAKHONPATHOM, 73150, THAILAND","20/1 M.9, SAM-NGAM, DONTOOM, NAKHONPATHOM, 73150, THAILAND","20/1 M.9, SAM-NGAM, DONTOOM, NAKHONPATHOM, 73150, THAILAND",,,,TUNA FISH IN OIL,CANNED TUNA FISH IN OIL,1,Cont(s)
ICG11-090,International,CG,19/09/2011,,,TECHNOSTAR GMBH,P.P TRADING AND MANUFACTURING JSC,CONTS,,,HA NOI CAPITAL,,S.A.P.I - SOCIEDAD ACCIONARIA PRODUCTOS INDUSTRIALS - S.P.A,S.A.P.I - SOCIEDAD ACCIONARIA PRODUCTOS INDUSTRIALS - S.P.A,"Sociedad mercantil por acciones, Con domicilio social en Vía Paletti 1,CAP 41051, Castelnuovo Rangone, Módena, Italia","Sociedad mercantil por acciones, Con domicilio social en Vía Paletti 1,CAP 41051, Castelnuovo Rangone, Módena, Italia","Sociedad mercantil por acciones, Con domicilio social en Vía Paletti 1,CAP 41051, Castelnuovo Rangone, Módena, Italia",,,,PAPER,OFFSET PAPER,3,Cont(s)
ICG11-091,International,CG,19/09/2011,,,ACINOX COMERCIAL,NEXAN VIETNAM POWER CABLE COMPANY ,N/A,,,HANOI CAPITAL,,"LG ELECTRONICS THAI LAND CO., LTD","LG ELECTRONICS THAI LAND CO., LTD",,,,,,,Accessories,ALUMINUM ROD 9.5MM,200,MTS
ICG11-092,International,CG,28/09/2011,,,TRD - CUBA,"THAI BINH IMPORT EXPORT CO., LTD",CONTS,,,DONG NAI & BINH DUONG,,HANOI RUBBER JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN CAO SU HÀ NỘI,"Tổ 13, phường Cầu Diễn, quận Nam Từ Liêm, thành phố Hà Nội, Việt Nam.","Tổ 13, phường Cầu Diễn, quận Nam Từ Liêm, thành phố Hà Nội, Việt Nam.","Tổ 13, phường Cầu Diễn, quận Nam Từ Liêm, thành phố Hà Nội, Việt Nam.",,,,CERAMIC TILES,CERAMIC TILES,8,Cont(s)
ICG11-093,International,CG,28/09/2011,,,TRD - CUBA,"NHAT LINH CO., LTD",CONTS,,,HA NOI CAPITAL,,"SAMSUNG ELECTRONICS LATINOAMERICA (ZONA LIBRE), S.A.","SAMSUNG ELECTRONICS LATINOAMERICA (ZONA LIBRE), S.A.","Costa del Este, Business Park, Edificio Bladex, Fl 7","Costa del Este, Business Park, Edificio Bladex, Fl 8","Costa del Este, Business Park, Edificio Bladex, Fl 9",,,,EQUIPMENT,ELECTRICAL ACCESSORIES,3,Cont(s)
ICG11-094,International,CG,28/09/2011,28/09/2011,,TRD - CUBA,UNITED PRODUCTS LTD,CONTS,,,HA NOI CAPITAL,,UNITED PRODUCTS LTD,UNITED PRODUCTS LTD,,,,,,,SHOES,SPORT SHOES,1000,Pair(s)
ICG11-095,International,CG,28/09/2011,,,TRD - CUBA,,CONTS,,,DONG NAI & BINH DUONG,,HANOI RUBBER JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN CAO SU HÀ NỘI,"Tổ 13, phường Cầu Diễn, quận Nam Từ Liêm, thành phố Hà Nội, Việt Nam.","Tổ 13, phường Cầu Diễn, quận Nam Từ Liêm, thành phố Hà Nội, Việt Nam.","Tổ 13, phường Cầu Diễn, quận Nam Từ Liêm, thành phố Hà Nội, Việt Nam.",,,,CERAMIC TILES,CERAMIC TILES,8,Cont(s)
ICG11-096,International,CG,28/09/2011,,,QUIMIMPORT - HABANA CUBA,AGRIA SA,CONTS,,,MALAYSIA,,AGRIA SA,AGRIA SA,"ASENOVGRADSKO SHOSE, 4009 PLOVIDV, BULGARIA, 4009 PLOVDIV","ASENOVGRADSKO SHOSE, 4009 PLOVIDV, BULGARIA, 4009 PLOVDIV","ASENOVGRADSKO SHOSE, 4009 PLOVIDV, BULGARIA, 4009 PLOVDIV",,,,CHEMICAL,BENOMILO,1,Cont(s)
ICG11-097,International,CG,17/10/2011,,,ALIMPORT MID,"S.P.A INTTERNATIONAL FOOD GROUP CO., LTD - THAILAND",CONTS,,,THAILAND,,"S.P.A INTERNATIONAL FOOD GROUP CO., LTD","S.P.A INTERNATIONAL FOOD GROUP CO., LTD","20/1 M.9, SAM-NGAM, DONTOOM, NAKHONPATHOM, 73150, THAILAND","20/1 M.9, SAM-NGAM, DONTOOM, NAKHONPATHOM, 73150, THAILAND","20/1 M.9, SAM-NGAM, DONTOOM, NAKHONPATHOM, 73150, THAILAND",,,,TUNA FISH IN OIL,CANNED TUNA IN OIL,1400,Carton(s)
ICG11-098,International,CG,17/10/2011,,,XOVEL S.A,MOI FOODS MALAYSIA SDN. BHD.,CONTS,,,MALAYSIA,,"LG ELECTRONICS THAI LAND CO., LTD","LG ELECTRONICS THAI LAND CO., LTD",,,,,,,Shortening,SHORTENING,5,Cont(s)
ICG11-099,International,CG,17/10/2011,,,XOVEL S.A,MOI FOODS MALAYSIA SDN. BHD.,CONTS,,,MALAYSIA,,"LG ELECTRONICS THAI LAND CO., LTD","LG ELECTRONICS THAI LAND CO., LTD",,,,,,,MARGARINE,MARGARINE,1,Cont(s)
ICG11-100,International,CG,17/10/2011,3/10/2011,,TRD - CUBA,"HOANG YEN CONSTRUCTION & TRADING CO., LTD",CONT,,,HA NOI CAPITAL,,"HOANG YEN CONSTRUCTION & TRADING CO., LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ XÂY DỰNG HOÀNG YẾN,"26B, Phan Chu Trinh, Khu phố 1, P. Hiệp Phú, TP. Thủ Đức, TP. Hồ Chí Minh, Việt Nam","26B, Phan Chu Trinh, Khu phố 1, P. Hiệp Phú, TP. Thủ Đức, TP. Hồ Chí Minh, Việt Nam","26B, Phan Chu Trinh, Khu phố 1, P. Hiệp Phú, TP. Thủ Đức, TP. Hồ Chí Minh, Việt Nam",,,,GARMENT,SOCK & CLOTHES,1,Cont(s)
ICG11-101,International,CG,17/10/2011,,,TRD - CUBA,,CONTS,,,DONG NAI & BINH DUONG,,THAI BINH INVESTMENT TRADING CORPORATION,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI THÁI BÌNH,"26B Phan Chu Trinh, P. Hiệp Phú, Thủ Đức, TP. HCM","26B Phan Chu Trinh, P. Hiệp Phú, Thủ Đức, TP. HCM","26B Phan Chu Trinh, P. Hiệp Phú, Thủ Đức, TP. HCM",,,,CERAMIC TILES,CERAMIC TILES,15,Cont(s)
ICG11-102,International,CG,17/10/2011,,,TRD - CUBA,,CONTS,,,DONG NAI & BINH DUONG,,HANOI RUBBER JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN CAO SU HÀ NỘI,"Tổ 13, phường Cầu Diễn, quận Nam Từ Liêm, thành phố Hà Nội, Việt Nam.","Tổ 13, phường Cầu Diễn, quận Nam Từ Liêm, thành phố Hà Nội, Việt Nam.","Tổ 13, phường Cầu Diễn, quận Nam Từ Liêm, thành phố Hà Nội, Việt Nam.",,,,CERAMIC TILES,CERAMIC TILES,19,Cont(s)
